Region/Country/Area,Name,Year,Series,Value,Footnotes,Source
9,Oceania,2015,GDP in constant 2010 prices (millions of US dollars),"1,470,029",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
9,Oceania,2017,GDP in constant 2010 prices (millions of US dollars),"1,553,738",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
9,Oceania,2018,GDP in constant 2010 prices (millions of US dollars),"1,588,107",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
9,Oceania,2019,GDP in constant 2010 prices (millions of US dollars),"1,590,617",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
9,Oceania,1995,GDP real rates of growth (percent),3.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
9,Oceania,2005,GDP real rates of growth (percent),2.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
9,Oceania,2010,GDP real rates of growth (percent),2.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
9,Oceania,2015,GDP real rates of growth (percent),3.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
9,Oceania,2017,GDP real rates of growth (percent),3.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
9,Oceania,2018,GDP real rates of growth (percent),2.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
9,Oceania,2019,GDP real rates of growth (percent),0.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,1995,GDP in current prices (millions of US dollars),"454,246",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2005,GDP in current prices (millions of US dollars),"875,660",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2010,GDP in current prices (millions of US dollars),"1,446,047",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2015,GDP in current prices (millions of US dollars),"1,425,102",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2017,GDP in current prices (millions of US dollars),"1,622,200",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2018,GDP in current prices (millions of US dollars),"1,666,873",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2019,GDP in current prices (millions of US dollars),"1,587,144",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,1995,GDP per capita (US dollars),"20,964",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2005,GDP per capita (US dollars),"36,015",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2010,GDP per capita (US dollars),"54,517",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2015,GDP per capita (US dollars),"49,921",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2017,GDP per capita (US dollars),"55,390",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2018,GDP per capita (US dollars),"56,235",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2019,GDP per capita (US dollars),"52,923",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,1995,GDP in constant 2010 prices (millions of US dollars),"762,550",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2005,GDP in constant 2010 prices (millions of US dollars),"1,088,909",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2010,GDP in constant 2010 prices (millions of US dollars),"1,239,739",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2015,GDP in constant 2010 prices (millions of US dollars),"1,425,102",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2017,GDP in constant 2010 prices (millions of US dollars),"1,505,522",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2018,GDP in constant 2010 prices (millions of US dollars),"1,539,330",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2019,GDP in constant 2010 prices (millions of US dollars),"1,539,882",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,1995,GDP real rates of growth (percent),4.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2005,GDP real rates of growth (percent),2.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2010,GDP real rates of growth (percent),2.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2015,GDP real rates of growth (percent),3.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2017,GDP real rates of growth (percent),3.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2018,GDP real rates of growth (percent),2.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
53,Australia and New Zealand,2019,GDP real rates of growth (percent),-0.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
54,Melanesia,1995,GDP in current prices (millions of US dollars),"13,575",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
54,Melanesia,2005,GDP in current prices (millions of US dollars),"17,396",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
54,Melanesia,2010,GDP in current prices (millions of US dollars),"28,167",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
54,Melanesia,2015,GDP in current prices (millions of US dollars),"37,026",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
54,Melanesia,2017,GDP in current prices (millions of US dollars),"39,651",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
